informant,project,sex,age,ethnicity,education,occupation,latitude,longitude,attic
IL51A,LANCS,Male,83,White,Between 1 and 8 yrs.,Operative,38.3359,-90.1498,"a garret, garret"
IL51B,LANCS,Female,75,White,At least some high school,Teacher,38.3359,-90.1498,attic
IL52A,LANCS,Female,78,White,Between 1 and 8 yrs.,Keeping house,38.2117,-89.9943,attic
IL52B,LANCS,Female,67,White,At least some high school,Keeping house,38.2117,-89.9943,NR
IL53A,LANCS,Male,86,White,At least some college or beyond,Farmer,37.7321,-89.4532,garret
IL53B,LANCS,Male,44,White,At least some high school,Farmer,37.7645,-89.3351,attic
IL54,LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,37.8031,-89.0276,attic
IL55A,LANCS,Female,68,White,At least some high school,Unknown,37.4253,-88.11,c. the attic
IL55B,LANCS,Female,88,White,Unknown,Keeping house,37.4253,-88.11,attic
IL55C,LANCS,Female,51,White,Between 1 and 8 yrs.,Keeping house,37.4253,-88.11,"the garret, attic"
IL56A,LANCS,Male,81,White,Between 1 and 8 yrs.,Farmer,37.2209,-89.4609,attic
IL56B,LANCS,Male,52,White,At least some high school,Farmer,37.1587,-89.1948,attic
IL57,LANCS,Male,75,White,Between 1 and 8 yrs.,Other,37.1512,-88.732,NR
IL58A,LANCS,Male,79,White,Between 1 and 8 yrs.,Farmer,37.215,-88.2912,garret
IL58B,LANCS,Female,71,White,At least some college or beyond,Keeping house,37.215,-88.2912,attic
IL58C,LANCS,Male,33,White,At least some college or beyond,Teacher,37.215,-88.2912,the attic
IN1A,LANCS,Male,66,White,Between 1 and 8 yrs.,Operative,41.3823,-87.0024,attic
IN1B,LANCS,Female,60,White,At least some high school,Keeping house,41.3823,-87.0024,attic
IN2A,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,41.4412,-86.2768,attic
IN2B,LANCS,Male,56; 60,White,Unknown,Farmer,41.303,-86.3377,attic
IN3A,LANCS,Male,73,White,At least some high school,Clerical and sales,41.682,-85.9767,attic
IN3B,LANCS,Male,52,White,Between 1 and 8 yrs.,Farmer,41.581,-85.7051,attic
IN4A,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,40.268,-87.3314,"catch all, attic"
IN4B,LANCS,Male,58,White,At least some college or beyond,Professional & technical,40.268,-87.3314,attic
IN5,LANCS,Male,81,White,At least some high school,Farmer,40.4494,-86.8421,a garret
IN6A,LANCS,Male,67,White,Between 1 and 8 yrs.,Operative,40.5875,-86.675,attic
IN6B,LANCS,Female,76,White,At least some high school,Operative,40.5875,-86.675,"garret, attic"
IN6C,LANCS,Male,56,White,At least some high school,"Manager, official, or proprietor",40.5875,-86.675,attic
IN7A,LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,40.8381,-85.7303,garret
IN7B,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,40.8381,-85.7303,loft
IN7C,LANCS,Female,67,White,At least some high school,Farmer's wife,40.8381,-85.7303,attic
IN8A,LANCS,Male,80,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",41.0302,-84.9609,attic
IN8B,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,41.2351,-84.8255,"attic, garret"
IN8C,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,41.13,-85.179,the attic
IN8D,LANCS,Female,50,White,At least some college or beyond,Farmer's wife,41.0302,-84.9609,attic
IN8E,LANCS,Female,50,White,Between 1 and 8 yrs.,Farmer,41.0302,-84.9609,"attic, s.t. garret"
IN9A,LANCS,Female,86,White,Between 1 and 8 yrs.,Unknown,40.8306,-84.9291,loft
IN9B,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,40.7865,-84.9193,attic
IN9C,LANCS,Female,70,White,Between 1 and 8 yrs.,Keeping house,40.3652,-84.5615,attic
IN9D,LANCS,Female,57,White,At least some high school,Keeping house,40.3652,-84.5615,attic
IN10A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,39.7214,-87.2021,attic
IN10B,LANCS,Male,73,White,At least some high school,Farmer,39.7214,-87.2021,attic
IN10C,LANCS,Male,77,White,At least some college or beyond,Professional & technical,39.6379,-87.1622,the attic
IN11A,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,39.9442,-86.5228,"attic, sky parlor"
IN11B,LANCS,Male,69,White,At least some high school,Operative,39.9533,-86.641,attic
IN12A,LANCS,Male,49,White,At least some high school,Farmer,39.7697,-86.0326,attic
IN12B,LANCS,Male,80,White,At least some high school,Farmer,39.7697,-86.0326,attic
IN12C,LANCS,Male,45,White,At least some high school,Farmer,39.7697,-86.0326,attic
IN12D,LANCS,Female,~60,White,Unknown,Unknown,39.7684,-86.1581,"attic, loft, s. garret"
IN12E,LANCS,Male,35,White,At least some college or beyond,Farmer,39.7323,-86.3172,attic
IN13A,LANCS,Male,90,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",40.006,-85.7462,NR
IN13B,LANCS,Male,45,White,At least some high school,Farmer,40.0014,-85.6229,attic
IN13C,LANCS,Female,37,White,At least some college or beyond,Farmer's wife,40.1651,-85.6229,NR
IN13D,LANCS,Female,56,White,Between 1 and 8 yrs.,Keeping house,40.006,-85.7462,NR
IN13E,LANCS,Male,68,White,At least some college or beyond,"Manager, official, or proprietor",40.277,-85.8419,NR
IN14A,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,40.1031,-85.0021,"loft, garret, attic"
IN14B,LANCS,Female,59,White,At least some high school,Farmer's wife,40.1031,-85.0021,attic
IN14C,LANCS,Female,75,White,Unknown,Farmer's wife,40.1878,-85.1275,c. attic
IN15A,LANCS,Male,65,White,Between 1 and 8 yrs.,Craftsman or foreman,39.4667,-87.4139,attic
IN15B,LANCS,Male,41,White,At least some high school,Clerical and sales,39.4667,-87.4139,attic
IN15C,LANCS,Male,35,White,At least some college or beyond,"Manager, official, or proprietor",39.4667,-87.4139,attic
IN16A,LANCS,Male,65,White,Between 1 and 8 yrs.,Operative,39.3858,-87.0024,attic
IN16B,LANCS,Male,86,White,At least some high school,Farmer,39.3858,-87.0024,garret
IN16C,LANCS,Male,82,White,At least some college or beyond,"Manager, official, or proprietor",39.5237,-87.125,"the attic, garret"
IN17A,LANCS,Male,80,White,No formal schooling,Farmer,39.1653,-86.5264,attic
IN17B,LANCS,Female,68,White,Between 1 and 8 yrs.,Keeping house,39.1653,-86.5264,the loft
IN18A,LANCS,Male,77,White,Between 1 and 8 yrs.,Farmer,39.2073,-86.247,NR
IN18B,LANCS,Female,64,White,Between 1 and 8 yrs.,Keeping house,39.2073,-86.247,attic
IN19A,LANCS,Male,80,White,Between 1 and 8 yrs.,Craftsman or foreman,39.4978,-85.4682,garret
IN19B,LANCS,Male,65,White,At least some high school,Farmer ,39.4978,-85.4682,"attics, garret"
IN20A,LANCS,Male,82,White,At least some high school,Clerical and sales,39.4321,-85.0127,attic
IN20B,LANCS,Male,65,White,Between 1 and 8 yrs.,Craftsman or foreman,39.4321,-85.0127,attic
IN21A,LANCS,Male,66,White,At least some high school,Service worker,38.6853,-87.3215,garret
IN21B,LANCS,Female,61,White,Between 1 and 8 yrs.,Keeping house,38.6853,-87.3215,attic
IN22A,LANCS,Male,77,White,Between 1 and 8 yrs.,Laborer,38.4386,-87.5594,upstairs
IN22B,LANCS,Female,73,White,At least some high school,Keeping house,38.4386,-87.5594,loft
IN22C,LANCS,Female,62,White,At least some high school,Keeping house,38.3553,-87.5675,the attic
IN23A,LANCS,Male,80,White,At least some high school,Farmer,37.5803,-87.2948,attic
IN23B,LANCS,Male,42,White,At least some high school,Clerical and sales,37.5803,-87.2948,a attic
IN24A,LANCS,Female,66,White,At least some high school,Keeping house,37.8831,-87.0494,attic
IN24B,LANCS,Female,76,White,At least some high school,Keeping house,37.8831,-87.0494,attics
IN25A,LANCS,Male,79,White,At least some high school,Public servant,38.6617,-86.4517,attic
IN25B,LANCS,Male,62,White,Between 1 and 8 yrs.,Farmer,38.6617,-86.4517,attic
IN25C,LANCS,Male,80,White,At least some college or beyond,"Manager, official, or proprietor",38.6617,-86.4517,attic
IN26A,LANCS,Female,77,White,Between 1 and 8 yrs.,Keeping house,38.1102,-86.1033,attic
IN26B,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,38.0612,-86.0733,w. attic
IN26C,LANCS,Female,65,White,At least some college or beyond,Farmer's wife,38.1102,-86.1033,attic
IN27A,LANCS,Female,79,White,Between 1 and 8 yrs.,Farmer's wife,38.9589,-85.3756,"garret, attic, loft"
IN27B,LANCS,Female,60,White,Between 1 and 8 yrs.,Farmer,38.9633,-85.1012,attic
IN27C,LANCS,Female,60,White,At least some high school,Keeping house,38.9589,-85.3756,attic
IN28A,LANCS,Female,83,White,Between 1 and 8 yrs.,Keeping house,38.7359,-85.38,attic
IN28B,LANCS,Female,64,White,At least some college or beyond,Keeping house,38.7359,-85.38,attic
IN28C,LANCS,Male,80,White,At least some college or beyond,"Manager, official, or proprietor",38.7359,-85.38,the attic
IN29A,LANCS,Male,76,White,Between 1 and 8 yrs.,Clerical and sales,41.1867,-87.2021,"the attic, a attic"
IN29B,LANCS,Male,70,White,At least some high school,Clerical and sales,41.1867,-87.2021,attic
IN29C,LANCS,Male,63,White,At least some college or beyond,Farmer ,41.066,-87.2021,attic
IN29D,LANCS,Male,74,White,At least some college or beyond,Teacher,41.2116,-86.9924,attic
IN30,LANCS,Male,66,White,At least some college or beyond,Craftsman or foreman,41.4789,-87.4548,attic
KY1A,LANCS,Male,66,White,Between 1 and 8 yrs.,Farmer,37.1389,-88.4034,c. attic
KY1B,LANCS,Male,45,White,At least some high school,"Manager, official, or proprietor",37.1389,-88.4034,attic space
KY1C,LANCS,Male,23,White,At least some college or beyond,Student,37.1659,-88.2217,"an attic, upstairs"
KY2A,LANCS,Male,63,White,Between 1 and 8 yrs.,Farmer,37.5178,-87.6903,"attic, loft"
KY2B,LANCS,Male,50,White,At least some high school,Farmer,37.607,-87.5286,upstairs
KY3A,LANCS,Male,43,White,Between 1 and 8 yrs.,Farmer,37.9001,-86.755,a attic
KY3B,LANCS,Male,45,White,At least some high school,Craftsman or foreman,37.9001,-86.755,attic
KY4,LANCS,Male,74,White,Unknown,Unknown,37.999,-86.1694,loft
KY5A,LANCS,Male,82,White,Between 1 and 8 yrs.,Farmer,37.6965,-86.1344,attic
KY5B,LANCS,Male,77,White,Unknown,Unknown,37.593,-85.5716,attic
KY6A,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,37.5624,-85.4158,attic
KY6B,LANCS,Female,67,White,At least some high school,Keeping house,37.5624,-85.4158,attic
KY7AA,LANCS,Male,65,White,Between 1 and 8 yrs.,Operative,38.2527,-85.7585,NR
KY7B,LANCS,Male,76,White,Between 1 and 8 yrs.,Service worker,38.2527,-85.7585,c. attic
KY7BA,LANCS,Male,53,White,Between 1 and 8 yrs.,Operative,38.2527,-85.7585,"attic, garret"
KY7C,LANCS,Female,69,White,At least some high school,Keeping house,38.2527,-85.7585,"c. attic, garret"
KY7D,LANCS,Female,22,White,At least some college or beyond,Keeping house,38.2527,-85.7585,an attic
KY7F,LANCS,Male,49,White,At least some college or beyond,Professional & technical,38.16,-85.3816,NR
KY7NA,LANCS,Male,54,Black or African American,Between 1 and 8 yrs.,Service worker,38.1942,-85.5644,attic
KY7NE,LANCS,Female,64,Black or African American,At least some college or beyond,Keeping house,38.16,-85.3816,NR
KY8A,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,38.5423,-84.9547,"the attic, scuttle hole"
KY8B,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,38.2521,-84.5221,"upstairs, c. a loft"
KY8C,LANCS,Female,55,White,At least some high school,Unknown,38.3657,-84.5424,"the attic, third story"
KY9A,LANCS,Male,84,White,At least some high school,Farmer,38.3713,-83.3716,garret
KY9B,LANCS,Female,55,White,At least some high school,Keeping house,38.6412,-83.7444,attic
KY9C,LANCS,Male,28,White,At least some college or beyond,Student,38.6412,-83.7444,"attic, up attic"
KY10A,LANCS,Male,76,White,Between 1 and 8 yrs.,Farmer,38.3326,-82.9485,"attic, garret, loft"
KY10B,LANCS,Female,85,White,Between 1 and 8 yrs.,Keeping house,38.3326,-82.9485,"garret, a attic"
KY11A,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,37.2012,-87.1789,w. attic
KY11B,LANCS,Male,61,White,At least some high school,Farmer,37.2012,-87.1789,attic
KY12A,LANCS,Male,92,White,At least some college or beyond,Farmer,37.3789,-86.3847,"c. attic, upstairs"
KY12B,LANCS,Male,92,White,Between 1 and 8 yrs.,Farmer,38.71,-83.3658,upstairs
KY12C,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer,37.4801,-86.2939,"attic, loft"
KY12D,LANCS,Male,75,White,At least some college or beyond,Teacher,37.4801,-86.2939,loft
KY13A,LANCS,Male,79,White,No formal schooling,Farmer,37.2778,-85.4611,garret
KY13B,LANCS,Female,57,White,Between 1 and 8 yrs.,Keeping house,37.2609,-85.4989,attic
KY14A,LANCS,Male,76,White,Between 1 and 8 yrs.,Service worker,37.8092,-85.4669,attic
KY14B,LANCS,Female,59,White,At least some high school,Clerical and sales,37.8092,-85.4669,attic
KY15,LANCS,Female,70,White,At least some high school,Keeping house,37.5698,-85.2527,attics
KY16A,LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,37.7059,-84.948,"loft, attic"
KY16B,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,37.7623,-84.8433,"attic, loft"
KY16C,LANCS,Female,71,White,Between 1 and 8 yrs.,Keeping house,37.7534,-84.7666,attics
KY17B,LANCS,Male,83,White,No formal schooling,Farmer,38.2098,-84.5588,the attic
KY17C,LANCS,Male,71,White,At least some high school,Farmer,38.0406,-84.5037,a attic
KY17D,LANCS,Female,50,White,At least some high school,Keeping house,38.0406,-84.5037,attic
KY17E,LANCS,Female,67,White,At least some college or beyond,Keeping house,38.4331,-84.2456,"an attic, garret"
KY17F,LANCS,Female,23,White,At least some college or beyond,Teacher,38.0526,-84.7299,"an attic, the attic"
KY17NA,LANCS,Male,67,Black or African American,Between 1 and 8 yrs.,Craftsman or foreman,37.977,-84.4966,"attic, the attic, loft"
KY18A,LANCS,Male,69,White,Between 1 and 8 yrs.,Farmer ,37.7006,-83.9738,"upstairs, the loft"
KY18B,LANCS,Female,50,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",37.7006,-83.9738,the loft
KY18C,LANCS,Male,72,White,Between 1 and 8 yrs.,Clerical and sales,37.7006,-83.9738,attic
KY19A,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,38.1448,-83.7641,attic
KY19B,LANCS,Male,75,White,Between 1 and 8 yrs.,Craftsman or foreman,38.1448,-83.7641,"upstairs, a loft"
KY19C,LANCS,Male,62,White,Unknown,Farmer,38.1904,-83.8235,"garret, c. loft"
KY19D,LANCS,Female,78,White,Unknown,Teacher,38.202,-83.9294,an attic
KY20A,LANCS,Male,88,White,Between 1 and 8 yrs.,Farmer,37.9509,-83.6257,"upstairs, attic, c. a loft"
KY20B,LANCS,Male,81,White,At least some high school,Farmer,38.0184,-83.6321,"the loft, upstairs"
KY21A,LANCS,Male,96,White,Between 1 and 8 yrs.,Farmer,37.4957,-82.424,loft
KY21B,LANCS,Male,70,White,Unknown,Farmer,37.9462,-82.8546,"upstairs room, upstairs, a loft"
KY21C,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,37.4836,-82.5633,a attic
KY22A,LANCS,Male,79,White,Between 1 and 8 yrs.,Farmer,36.6764,-89.1059,"upstairs, the loft"
KY22B,LANCS,Male,79,White,At least some high school,Farmer,36.6673,-89.9934,"a loft, attics"
KY22C,LANCS,Male,78,White,At least some high school,"Manager, official, or proprietor",36.6673,-89.9934,"c. attic, an attic"
KY23A,LANCS,Male,89,White,At least some high school,Farmer ,36.6103,-88.3148,c. attic
KY23B,LANCS,Male,91,White,Between 1 and 8 yrs.,Farmer,36.3254,-88.917,"attics, rafters"
KY24A,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,36.8289,-87.9375,"upstairs, attic"
KY24B,LANCS,Male,74,White,Between 1 and 8 yrs.,Unknown,36.865,-87.8353,upstairs
KY24C,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,36.865,-87.8353,"upstairs, lofts, the attic"
KY24D,LANCS,Male,60,White,At least some high school,Farmer's wife,36.8203,-87.695,attic
KY25A,LANCS,Male,93,White,At least some high school,Farmer,36.8642,-86.7103,attic
KY25B,LANCS,Male,50,White,At least some high school,Clerical and sales,36.9864,-86.9472,attic
KY26A,LANCS,Female,85,White,At least some high school,Farmer,36.6989,-86.0683,the attic
KY26B,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,36.6831,-86.0572,"upstairs, a attic"
KY27A,LANCS,Male,93,White,At least some high school,Farmer,37.0754,-84.3733,"upstairs, the loft, garret"
KY27B,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,37.092,-84.6041,"upstairs, the loft"
KY28A,LANCS,Male,104,White,Between 1 and 8 yrs.,Farmer,36.7803,-84.1349,"a loft, c. upstairs"
KY28B,LANCS,Male,74,White,Between 1 and 8 yrs.,Farmer ,36.7434,-84.1597,"lofts, the loft"
KY28C,LANCS,Male,82,White,At least some high school,"Manager, official, or proprietor",36.7434,-84.1597,the loft
KY29A,LANCS,Male,86,White,Between 1 and 8 yrs.,Farmer,36.4349,-83.4754,c. loft
KY29B,LANCS,Male,55,White,At least some college or beyond,"Manager, official, or proprietor",36.6073,-83.7143,the attic
KY30A,LANCS,Male,89,White,Between 1 and 8 yrs.,Farmer,37.4762,-83.6749,"upper room, upstairs, c. loft"
KY30B,LANCS,Female,101,White,Unknown,Keeping house,37.454,-83.7199,the loft
KY30C,LANCS,Male,98,White,Unknown,Farmer,37.2856,-83.3656,upstairs
KY30D,LANCS,Male,74,White,No formal schooling,Farmer,37.515,-83.2643,the loft
KY30E,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,37.2619,-83.3638,"upstairs, attic, upper room"
KY31A,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,37.0431,-83.2071,a loft
KY31B,LANCS,Male,74,White,Unknown,Unknown,37.0431,-83.2071,the loft
KY31C,LANCS,Male,76,White,Between 1 and 8 yrs.,Farmer,37.1609,-83.3732,"a loft, upstairs"
KY31D,LANCS,Female,65,White,At least some college or beyond,Teacher,37.222,-83.3774,"the loft, attic"
KY32,LANCS,Male,65,White,Unknown,Unknown,37.1455,-83.1142,NR
KY33A,LANCS,Male,74,White,Between 1 and 8 yrs.,Laborer,36.7745,-83.2038,"loft, attic"
