Informant,mantel,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude
OH32C,mantel,LANCS,Male,60,White,At least some college or beyond,"Manager, official, or proprietor",39.5955,-84.7524
OH32D,mantel,LANCS,Female,64,White,At least some college or beyond,Keeping house,39.507,-84.7452
OH33A,NR,LANCS,Male,94,White,Between 1 and 8 yrs.,Farmer,39.7442,-83.8085
OH33B,mantel,LANCS,Male,72,White,At least some high school,"Manager, official, or proprietor",39.6848,-83.9297
OH34A,the mantel,LANCS,Male,80,White,Between 1 and 8 yrs.,Craftsman or foreman,39.4453,-83.8285
OH34B,"the shelf, the mantel",LANCS,Male,89,White,At least some high school,Unknown,39.4453,-83.8285
OH34C,the mantel,LANCS,Male,67,White,At least some college or beyond,Teacher,39.27,-83.4938
OH34D,mantel,LANCS,Male,76,White,At least some college or beyond,Teacher,39.5155,-83.9533
OH35A,mantel,LANCS,Male,79,White,At least some college or beyond,Craftsman or foreman,39.1951,-82.5858
OH35B,mantel,LANCS,Female,72,White,At least some high school,Keeping house,39.1951,-82.5858
OH36A,mantel,LANCS,Male,78,White,Between 1 and 8 yrs.,Farmer,39.2645,-82.4785
OH36B,"the mantel, mantel",LANCS,Male,84,White,Between 1 and 8 yrs.,Farmer,39.392,-81.5152
OH37A,mantel,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,39.1952,-84.3234
OH37B,mantel,LANCS,Male,82,White,Between 1 and 8 yrs.,Craftsman or foreman,39.2067,-84.3797
OH37C,mantel,LANCS,Female,86,White,Between 1 and 8 yrs.,Unknown,39.1248,-84.3797
OH37D,the mantel,LANCS,Female,65,White,Between 1 and 8 yrs.,Keeping house,39.1424,-84.5923
OH37E,mantel,LANCS,Female,65,White,At least some high school,Clerical and sales,39.1031,-84.512
OH37F,"mantelpiece, mantel",LANCS,Male,68,White,At least some college or beyond,"Manager, official, or proprietor",39.1031,-84.512
OH37G,mantel,LANCS,Female,48,White,At least some college or beyond,Teacher,39.2067,-84.3797
OH38A,a mantel,LANCS,Male,89,White,Between 1 and 8 yrs.,Craftsman or foreman,38.9421,-84.0802
OH38B,"a mantel, a shelf, mantelpiece",LANCS,Male,83,White,At least some high school,"Manager, official, or proprietor",38.9375,-84.1963
OH39A,mantel,LANCS,Male,76,White,At least some high school,Farmer,38.4759,-83.3141
OH39B,mantel,LANCS,Male,67,White,At least some high school,Craftsman or foreman,38.4759,-83.3141
RI11,"mantel, shelf",LANE,Female,48,White,Unknown,Teacher,41.5806,-71.4539
RI17,"mantel, shelf",LANE,Female,66,White,At least some high school,Keeping house,41.361,-71.4814
RI18,mantel,LANE,Female,66,White,At least some high school,Keeping house,41.1697,-71.58
RI19,"shelf, mantel, mantelshelf",LANE,Male,77,White,At least some high school,Farmer,41.1697,-71.58
RI20,mantel,LANE,Female,50,White,At least some high school,Keeping house,41.1697,-71.58
RI23,"mantel, mantelpiece",LANE,Male,91,White,Between 1 and 8 years,Fisher,41.1697,-71.58
RI44,"shelf, mantel",LANE,Male,73,White,At least some high school,Farmer,41.65,-71.4833
RI71,mantel,LANE,Female,56,White,At least some high school,Keeping house,41.4411,-71.4992
RI110,"mantel, shelf above",LANE,Female,75,White,Unknown,"Manager, official, or proprietor",41.5154,-71.7015
RI111,mantel,LANE,Male,73,White,Between 1 and 8 years,Farmer,41.361,-71.4814
RI114,"mantel, mantelpiece",LANE,Male,43,White,At least some college or beyond,Public servant,41.5555,-71.6966
RI115,mantelpiece,LANE,Female,63,White,At least some high school,Other (see notes),41.488,-71.3126
RI116,mantelpiece,LANE,Female,94,White,Between 1 and 8 years,Laborer,41.5154,-71.7015
RI121,mantel,LANE,Male,82,White,Between 1 and 8 years,"Manager, official, or proprietor",41.643,-71.2602
RI122,mantelpiece,LANE,Female,65,White,At least some high school,Keeping house,41.5456,-71.2914
RI134,mantelpiece,LANE,Female,51,White,At least some high school,Keeping house,41.488,-71.3126
RI138,mantel,LANE,Female,82,White,At least some college or beyond,Teacher,41.5456,-71.2914
RI143,mantelpiece,LANE,Female,73,White,At least some high school,Keeping house,41.8536,-71.7581
RI161,"mantel, mantelpiece, mantel tree piece, the mantel, mantelshelf",LANE,Female,74,White,At least some high school,"Manager, official, or proprietor",41.8236,-71.4222
RI194,"mantelpiece, jams",LANE,Male,74,White,At least some high school,Professional or technical job,41.8536,-71.7581
RI259,mantelpiece,LANE,Female,70,White,At least some high school,Keeping house,41.8136,-71.37
RI288,"mantel, shelf",LANE,Female,63,White,At least some college or beyond,Keeping house,41.8236,-71.4222
RI290,"mantel, mantelpiece, mantelshelf",LANE,Female,46,White,At least some college or beyond,Clerical or sales position,41.8236,-71.4222
RI342,"a shelf, mantelpiece",LANE,Female,55,White,Between 1 and 8 years,Clerical or sales position,41.8236,-71.4222
VT31,"mantel tree, mantelpiece",LANE,Male,73,White,At least some high school,Farmer,43.5317,-72.7217
VT42,mantel,LANE,Female,48,White,At least some high school,Keeping house,43.5317,-72.7217
VT98,"mantel, mantelshelf",LANE,Male,54,White,At least some college or beyond,Public servant,43.4767,-72.4011
VT99,mantel,LANE,Male,76,White,At least some high school,Farmer,43.4767,-72.4011
VT162,mantel,LANE,Male,75,White,At least some high school,Farmer,43.2727,-72.718
VT168,"mantel, leesel",LANE,Male,73,White,At least some high school,Farmer,42.9833,-72.6833
VT169,mantelpiece,LANE,Female,81,White,At least some college or beyond,Keeping house,43.1658,-72.4817
VT182,"mantel, mantelpiece",LANE,Female,85,White,At least some college or beyond,Keeping house,42.85,-72.5822
VT212,mantel,LANE,Female,81,White,At least some high school,Farmer's wife,44.8838,-72.7711
VT213,mantel,LANE,Male,47,White,Between 1 and 8 years,Farmer,44.8838,-72.7711
VT214,mantel,LANE,Male,32,White,Between 1 and 8 years,"Manager, official, or proprietor",44.8838,-72.7711
VT231,shelf,LANE,Male,76,White,Between 1 and 8 years,Farmer,44.4492,-72.3972
VT232,mantelpiece,LANE,Male,38,White,Between 1 and 8 years,Farmer,44.4492,-72.3972
VT236,NR,LANE,Male,56,White,At least some high school,Farmer,44.6439,-74.6811
VT237,NR,LANE,Male,64,White,At least some high school,Farmer,44.6439,-74.6811
VT238,mantel,LANE,Male,77,White,At least some high school,Farmer,44.6439,-74.6811
VT239,mantel,LANE,Male,50,White,Between 1 and 8 years,Public servant,44.4758,-73.2119
VT240,"mantel, shelf",LANE,Male,81,White,Between 1 and 8 years,Farmer,44.4758,-73.2119
VT241,"mantelpiece, mantel",LANE,Male,40,White,At least some college or beyond,Teacher,44.4758,-73.2119
VT242,shelf,LANE,Female,81,White,At least some high school,Operative,44.2224,-73.238
VT243,mantel,LANE,Male,69,White,At least some college or beyond,Farmer,44.2224,-73.238
VT244,clock shelf,LANE,Male,77,White,Between 1 and 8 years,Farmer,44.3038,-72.98
VT245,mantel,LANE,Male,54,White,Between 1 and 8 years,Farmer,44.3038,-72.98
VT256,mantelpiece,LANE,Male,76,White,At least some high school,Farmer,44.4519,-73.1817
VT257,mantelshelf,LANE,Male,67,White,At least some high school,Farmer,43.7617,-72.7369
VT263,mantel,LANE,Male,71,White,Between 1 and 8 years,Farmer,43.6256,-73.1933
VT264,mantel,LANE,Female,88,White,At least some high school,Keeping house,43.6256,-73.1933
VT265,mantel,LANE,Male,52,White,At least some high school,Farmer,43.6256,-73.1933
VT275,mantelpiece,LANE,Male,88,White,At least some high school,Craftsman or foreman,43.9655,-73.2202
VT276,mantel,LANE,Male,54,White,At least some college or beyond,Farmer,43.9655,-73.2202
VT277,mantelpiece,LANE,Male,58,White,Between 1 and 8 years,Public servant,43.4392,-72.8108
VT278,mantel,LANE,Male,73,White,At least some high school,Farmer,43.4578,-72.9469
VT279,missing,LANE,Male,75,White,At least some high school,Clerical or sales position,43.4392,-72.8108
VT280,mantel,LANE,Male,56,White,Between 1 and 8 years,Professional or technical job,42.9631,-73.2075
VT281,mantelpiece,LANE,Male,75,White,At least some college or beyond,Farmer,42.8911,-73.2081
VT314,mantel,LANE,Male,67,White,Between 1 and 8 years,Farmer,43.3744,-73.2019
VT315,mantel,LANE,Female,55,White,At least some college or beyond,Farmer's wife,43.3744,-73.2019
VT316,mantel,LANE,Male,48,White,Between 1 and 8 years,Public servant,43.2667,-73.0667
VT317,mantel,LANE,Male,64,White,Between 1 and 8 years,Farmer,43.7617,-72.7369
VT323,mantel,LANE,Male,69,White,Between 1 and 8 years,Public servant,42.8831,-72.8672
VT324,mantel,LANE,Male,58,White,At least some high school,Farmer,42.8831,-72.8672
VT337,mantelshelf,LANE,Female,77,White,At least some high school,Keeping house,44.0811,-72.0583
VT338,"mantel, mantelpiece",LANE,Male,57,White,At least some high school,Farmer,44.9238,-71.5569
VT339,mantel,LANE,Male,68,White,At least some high school,Farmer,44.5358,-72.0053
VT340,mantelpiece,LANE,Male,81,White,At least some high school,Farmer,44.4336,-72.015
VT341,"mantel, mantelshelf",LANE,Female,71,White,At least some high school,Professional or technical job,44.3081,-72.0833
VT343,mantelshelf,LANE,Male,86,White,No formal schooling,Clerical or sales position,44.1286,-72.2566
VT345,mantelshelf,LANE,Male,85,White,Between 1 and 8 years,Farmer,44.3633,-72.4664
VT346,mantelpiece,LANE,Male,73,White,Between 1 and 8 years,Farmer,44.3633,-72.4664
VT347,mantel,LANE,Male,70,White,Between 1 and 8 years,Public servant,44.1411,-72.6644
VT348,mantel,LANE,Female,69,White,Between 1 and 8 years,Farmer's wife,44.1411,-72.6644
VT351,"shelf, mantelpiece",LANE,Male,63,White,At least some high school,Farmer,44.21,-72.1006
WI1A,NR,LANCS,Male,73,White,Between 1 and 8 yrs.,Craftsman or foreman,46.7208,-92.1041
WI1B,mantel,LANCS,Male,54,White,At least college or beyond,Clerical and sales,46.7208,-92.1041
WI2A,mantel,LANCS,Male,70,White,At least some high school,Farmer,46.8108,-90.8182
WI2B,mantel,LANCS,Female,46,White,At least some high school,Keeping house,46.7793,-90.7865
WI3A,NR,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,45.0735,-87.8677
WI3B,mantel,LANCS,Female,65,White,At least some high school,Keeping house,45.1,-87.6307
WI4A,NR,LANCS,Male,75,White,Between 1 and 8 yrs.,Professional & technical,44.8342,-87.377
WI4B,NR,LANCS,Male,33,White,Unknown,Farmer,44.7357,-87.6209
WI5A,NR,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,44.9789,-92.4357
WI5B,mantel,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer,45.0672,-92.4486
WI5C,shelf,LANCS,Male,55,White,Unknown,Farmer,45.0672,-92.4486
WI6A,NR,LANCS,Male,85,White,At least some high school,"Manager, official, or proprietor",44.4411,-92.1479
WI6B,mantel,LANCS,Female,56,White,At least some college or beyond,Teacher,44.4833,-92.2621
WI7A,NR,LANCS,Male,72,White,Between 1 and 8 yrs.,"Manager, official, or proprietor",44.8113,-91.4985
WI7B,NR,LANCS,Female,77,White,Between 1 and 8 yrs.,Farmer's wife,44.7085,-91.579
WI8A,NR,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,44.0306,-91.3855
WI8B,NR,LANCS,Male,75,White,Between 1 and 8 yrs.,Farmer,44.0055,-91.4421
WI9A,NR,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,44.5114,-89.4671
WI9B,mantel,LANCS,Female,49,White,At least some college or beyond,Teacher,44.6052,-89.4175
WI10A,NR,LANCS,Male,75,White,Between 1 and 8 yrs.,Farmer,44.2816,-88.4384
WI10B,NR,LANCS,Male,71,White,Between 1 and 8 yrs.,Farmer,44.18,-88.18
WI11A,NR,LANCS,Female,75,White,Between 1 and 8 yrs.,Farmer's wife,44.6245,-87.8746
WI11B,mantel,LANCS,Male,60,White,At least some college or beyond,"Manager, official, or proprietor",44.5624,-88.0803
WI12A,NR,LANCS,Female,88,White,At least some high school,Farmer's wife,43.7844,-90.0171
WI12B,mantel,LANCS,Male,54,White,Between 1 and 8 yrs.,Farmer,43.7844,-90.0171
WI13A,NR,LANCS,Male,87,White,Between 1 and 8 yrs.,Farmer,43.3316,-89.2558
WI13B,mantel,LANCS,Female,69,White,At least some high school,Keeping house,43.5391,-89.4626
WI14A,mantel,LANCS,Male,87,White,At least some high school,Farmer ,43.413,-88.3254
WI14B,mantel,LANCS,Female,70,White,Between 1 and 8 yrs.,Farmer's wife,43.413,-88.3254
WI15A,mantelpiece,LANCS,Female,80,White,Between 1 and 8 yrs.,Farmer's wife,43.4253,-88.1834
WI15B,NR,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,43.3239,-88.1668
WI16A,NR,LANCS,Male,73,White,Between 1 and 8 yrs.,Farmer,43.055,-91.062
WI16B,NR,LANCS,Male,68,White,Unknown,Farmer,43.0517,-91.1412
WI17B,mantelpiece,LANCS,Male,82,White,At least some high school,Clerical and sales,42.8029,-90.7343
WI17NA,"mantelpiece, crane",LANCS,Male,90,Black or African American,Between 1 and 8 yrs.,Farmer,42.8029,-90.7343
WI18A,mantelpiece,LANCS,Male,85,White,Between 1 and 8 yrs.,Farmer,42.86,-90.1798
WI18B,mantel,LANCS,Male,77,White,At least some high school,Farmer,42.86,-90.1798
WI19A,warming oven,LANCS,Male,70,White,Between 1 and 8 yrs.,Farmer,43.2494,-89.6754
WI19B,NR,LANCS,Male,62,White,Between 1 and 8 yrs.,Farmer,43.2494,-89.6754
WI20,"mantel, mantelpiece",LANCS,Male,82,White,At least some college or beyond,Farmer,43.1839,-88.9884
WI21A,mantel,LANCS,Male,83,White,Between 1 and 8 yrs.,Farmer,42.9667,-88.3712
WI21B,mantel,LANCS,Male,80,White,Between 1 and 8 yrs.,Farmer,42.9667,-88.3712
WI22A,NR,LANCS,Male,78,White,At least some high school,Craftsman or foreman,43.0389,-87.9065
WI22B,"mantel, mantelshelf",LANCS,Female,62,White,At least some college or beyond,Teacher,43.0389,-87.9065
WI23A,NR,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,42.4318,-89.3318
WI23B,NR,LANCS,Male,65,White,Between 1 and 8 yrs.,Farmer ,42.8144,-89.6351
WI24A,mantel,LANCS,Female,87,White,At least some college or beyond,Teacher,42.5578,-88.8651
WI24B,NR,LANCS,Male,56,White,Between 1 and 8 yrs.,Farmer ,42.5578,-88.8651
WI25A,mantel,LANCS,Female,77,White,Between 1 and 8 yrs.,Farmer's wife,42.737,-87.8844
WI25B,NR,LANCS,Male,68,White,Between 1 and 8 yrs.,Farmer,42.8078,-87.9242
WI26A,mantelpiece,LANCS,Male,72,White,Between 1 and 8 yrs.,Farmer,42.5531,-87.9334
WI26B,NR,LANCS,Female,71,White,Between 1 and 8 yrs.,Farmer's wife,42.5531,-87.9334
,,LANE,Male,71,White,Between 1 and 8 years,Farmer,41.4736,-73.2342
,,LANE,Male,77,White,Between 1 and 8 years,Farmer,41.2256,-73.3706
,,LANE,Male,65,White,At least some high school,Craftsman or foreman,41.2939,-72.3825
,,LANE,Male,79,White,Between 1 and 8 years,Farmer,41.3805,-72.5763
,,LANE,Male,92,White,Between 1 and 8 years,Farmer,41.2939,-72.3825
,,LANE,Male,60,White,Between 1 and 8 years,"Manager, official, or proprietor",41.5622,-72.6508
,,LANE,Male,60,White,At least some high school,Farmer,41.5622,-72.6508
,,LANE,Male,68,White,Between 1 and 8 years,Farmer,41.5622,-72.6508
,,LANE,Female,87,White,At least some high school,Keeping house,45.1922,-67.2772
,,LANE,Male,76,White,At least some high school,Professional or technical job,46.355,-67.36
,,LANE,Male,57,White,At least some high school,Farmer,46.1522,-67.5983
,,LANE,Male,72,White,At least some college or beyond,Farmer,45.967,-67.25
,,LANE,Female,79,Black or African American,At least some college or beyond,Keeping house,45.6245,-66.0852
,,LANE,Male,53,White,At least some high school,Service worker,44.6312,-66.7079
,,LANE,Female,77,White,Unknown,Farmer,45.128,-67.105
,,LANE,Female,52,White,At least some high school,Keeping house,45.2796,-66.0628
,,LAGS,Male,88,Black or African American,Between 1 and 8 years,Farmer,34.7245,-85.9727
,,LAGS,Male,63,Black or African American,At least some high school,Clerical or sales position,34.8002,-87.676
,,LAGS,Male,30,Black or African American,At least some college or beyond,"Manager, official or proprietor",33.5304,-86.8019
,,LAGS,Male,32,Black or African American,At least some college or beyond,Professional & technical,33.4378,-86.1029
,,LAGS,Male,16,Black or African American,At least some high school,Student,32.471,-85.0009
,,LAGS,Male,32,Black or African American,At least some high school,"Manager, official or proprietor",31.8119,-85.972
,,LAGS,Male,39,Black or African American,At least some college or beyond,Laborer,36.0626,-94.1597
,,LAGS,Female,60,Black or African American,Between 1 and 8 years,Laborer,30.0546,-82.5991
,,LAGS,Female,76,Black or African American,Between 1 and 8 years,Keeping house,34.2234,-85.1648
,,LAGS,Female,94,Black or African American,At least some college or beyond,Teacher,34.2395,-85.1615
,,LAGS,Male,80,Black or African American,NoFormal education,Farmer,33.7911,-83.7125
,,LAGS,Female,82,Black or African American,Between 1 and 8 years,Unknown,33.7648,-84.493
,,LAGS,Female,54,Black or African American,At least some college or beyond,Teacher,33.7457,-84.3492
,,LAGS,Female,28,Black or African American,At least some college or beyond,Student,33.7491,-84.4046
,,LAGS,Male,85,Black or African American,Between 1 and 8 years,Farmer,33.5214,-84.354
,,LAGS,Female,37,Black or African American,At least some high school,Keeping house,33.4721,-83.0354
,,LAGS,Female,64,Black or African American,At least some high school,Clerical or sales position,33.2346,-84.8354
,,LAGS,Female,75,Black or African American,Unknown,Unknown,33.2777,-85.0983
,,LAGS,Female,63,Black or African American,Between 1 and 8 years,Service worker,33.2944,-83.9544
,,LAGS,Female,58,Black or African American,At least some high school,Private household worker or gardener,33.0558,-84.1555
,,LAGS,Male,58,Black or African American,Between 1 and 8 years,Operative,33.2471,-84.2639
,,LAGS,Female,60,Black or African American,At least some high school,Unknown,33.2501,-84.2686
,,LAGS,Female,52,Black or African American,At least some college or beyond,Professional & technical,33.2458,-84.2638
,,LAGS,Female,53,Black or African American,At least some college or beyond,Clerical or sales position,33.2401,-84.2657
,,LAGS,Female,70,Black or African American,Between 1 and 8 years,Operative,32.0312,-83.7921
,,LAGS,Female,40,Black or African American,Between 1 and 8 years,Operative,31.9817,-84.2976
,,LAGS,Female,65,Black or African American,At least some high school,Farmer,32.0744,-84.2433
,,LAGS,Male,76,Black or African American,Unknown,Farmer,32.0982,-85.0389
,,LAGS,Female,36,Black or African American,At least some high school,Keeping house,32.1429,-85.0127
,,LAGS,Male,81,Black or African American,Between 1 and 8 years,Farmer,31.531,-81.3652
,,LAGS,Female,65,Black or African American,Between 1 and 8 years,Private household worker or gardener,31.7315,-84.1661
