Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,frying pan,comments,,,
TN509,LAGS,Male,49,White,At least some high school,Public servant,35.2562,-88.9879,Dutch oven ,,,,
TN509,LAGS,Male,49,White,At least some high school,Public servant,35.2562,-88.9879,Dutch oven ,,,,
TN509,LAGS,Male,49,White,At least some high school,Public servant,35.2562,-88.9879,griddle ,,,,
TN509,LAGS,Male,49,White,At least some high school,Public servant,35.2562,-88.9879,griddle ,,,,
TN510,LAGS,Male,65,Black or African American,At least some college or beyond,Teacher,35.2563,-88.9932,skillet ,,,,
TN511,LAGS,Female,58,White,At least some college or beyond,Keeping house,35.2547,-88.9933,Dutch oven ,,,,
TN511,LAGS,Female,58,White,At least some college or beyond,Keeping house,35.2547,-88.9933,skillet ,,,,
TN511,LAGS,Female,58,White,At least some college or beyond,Keeping house,35.2547,-88.9933,spider ,,,,
TN512,LAGS,Female,72,Black or African American,Between 1 and 8 years,Service worker,35.0957,-89.8077,frying pan ,,,,
TN512,LAGS,Female,72,Black or African American,Between 1 and 8 years,Service worker,35.0957,-89.8077,tin skillet ,,,,
TN513,LAGS,Male,73,White,Between 1 and 8 years,Craftsman or foreman,35.1495,-90.0483,oven ,,,,
TN513,LAGS,Male,73,White,Between 1 and 8 years,Craftsman or foreman,35.1495,-90.0483,skillet ,,,,
TN514,LAGS,Female,16,Black or African American,At least some high school,Student,35.1516,-90.0407,skillet ,,,,
TN515,LAGS,Male,64,Black or African American,At least some college or beyond,Craftsman or foreman,35.146,-90.0349,frying pan ,,,,
TN515,LAGS,Male,64,Black or African American,At least some college or beyond,Craftsman or foreman,35.146,-90.0349,skillet ,,,,
TN516,LAGS,Female,17,White,At least some high school,Student,35.1388,-90.0359,frying pan ,,,,
TN516,LAGS,Female,17,White,At least some high school,Student,35.1388,-90.0359,skillet ,,,,
TN517,LAGS,Male,30,White,At least some college or beyond,"Manager, official or proprietor",35.1382,-90.0544,Dutch oven ,,,,
TN517,LAGS,Male,30,White,At least some college or beyond,"Manager, official or proprietor",35.1382,-90.0544,pan ,,,,
TN517,LAGS,Male,30,White,At least some college or beyond,"Manager, official or proprietor",35.1382,-90.0544,skillet ,,,,
TN518,LAGS,Male,35,Black or African American,At least some college or beyond,"Manager, official or proprietor",35.1439,-90.0561,skillet ,,,,
TN519,LAGS,Male,56,White,At least some college or beyond,"Manager, official or proprietor",35.2048,-89.848,skillet ,,,,
MS520,LAGS,Male,72,White,At least some high school,Service worker,34.816,-88.1975,oven ,,,,
MS520,LAGS,Male,72,White,At least some high school,Service worker,34.816,-88.1975,oven ,,,,
MS520,LAGS,Male,72,White,At least some high school,Service worker,34.816,-88.1975,potato oven ,,,,
MS520,LAGS,Male,72,White,At least some high school,Service worker,34.816,-88.1975,potato oven ,,,,
MS520,LAGS,Male,72,White,At least some high school,Service worker,34.816,-88.1975,skillet ,,,,
MS520,LAGS,Male,72,White,At least some high school,Service worker,34.816,-88.1975,skillet ,,,,
MS521,LAGS,Female,80,White,At least some college or beyond,Keeping house,34.815,-88.1976,baker ,,,,
MS521,LAGS,Female,80,White,At least some college or beyond,Keeping house,34.815,-88.1976,oven ,,,,
MS521,LAGS,Female,80,White,At least some college or beyond,Keeping house,34.815,-88.1976,skillet ,,,,
MS522,LAGS,Female,15,White,At least some high school,Student,34.9282,-88.5292,frying pan ,,,,
MS522,LAGS,Female,15,White,At least some high school,Student,34.9282,-88.5292,frying pan ,,,,
MS522,LAGS,Female,15,White,At least some high school,Student,34.9282,-88.5292,pan ,,,,
MS522,LAGS,Female,15,White,At least some high school,Student,34.9282,-88.5292,pan ,,,,
MS522,LAGS,Female,15,White,At least some high school,Student,34.9282,-88.5292,skillet ,,,,
MS522,LAGS,Female,15,White,At least some high school,Student,34.9282,-88.5292,skillet ,,,,
TX818,LAGS,Male ,89,Black or African American,Between 1 and 8 years,Farmer,32.6024,-93.8635,frying pan ,,,,
TX821,LAGS,Female,66,Black or African American,Between 1 and 8 years,Service worker,31.5309,-94.6261,skillet ,,,,
MS524,LAGS,Female,18,White,At least some high school,Clerical or sales position,34.7297,-88.9519,pan ,,,,
MS524,LAGS,Female,18,White,At least some high school,Clerical or sales position,34.7297,-88.9519,skillet ,,,,
TX828,LAGS,Female,67,Black or African American,At least some high school,Service worker,32.545,-94.3537,skillet ,,,,
TX830,LAGS,Female,23,Black or African American,At least some college or beyond,Clerical or sales position,32.5486,-94.3509,frypan ,,,,
TX830,LAGS,Female,23,Black or African American,At least some college or beyond,Clerical or sales position,32.5486,-94.3509,skillet ,,,,
MS526,LAGS,Male,75,White,At least some college or beyond,Keeping house,34.7676,-89.4508,Dutch oven ,,,,
MS526,LAGS,Male,75,White,At least some college or beyond,Keeping house,34.7676,-89.4508,skillet ,,,,
TX835,LAGS,Male,58,Black or African American,Between 1 and 8 years,Farmer,33.8708,-95.5762,skillet ,,,,
TX835,LAGS,Male,58,Black or African American,Between 1 and 8 years,Farmer,33.8708,-95.5762,skillet ,,,,
MS527,LAGS,Female,85,White,At least some high school,Teacher,34.8235,-89.9972,black skillet ,,,,
MS527,LAGS,Female,85,White,At least some high school,Teacher,34.8235,-89.9972,Dutch oven ,,,,
MS527,LAGS,Female,85,White,At least some high school,Teacher,34.8235,-89.9972,iron skillet ,,,,
MS527,LAGS,Female,85,White,At least some high school,Teacher,34.8235,-89.9972,skillet ,,,,
TX842,LAGS,Female,64,Black or African American,At least some high school,Operative,32.7798,-96.7913,frying pan ,,,,
TX842,LAGS,Female,64,Black or African American,At least some high school,Operative,32.7798,-96.7913,skillet ,,,,
MS528,LAGS,Male,87,White,Between 1 and 8 years,Clerical or sales position,34.6903,-90.3829,skillet ,,,,
TX843,LAGS,Female,42,Black or African American,At least some high school,Unknown,32.7807,-96.7956,deep fryer ,,,,
TX843,LAGS,Female,42,Black or African American,At least some high school,Unknown,32.7807,-96.7956,frying pan ,,,,
MS529,LAGS,Male,81,White,At least some college or beyond,Public servant,34.2535,-90.2746,NR,,,,
MS529,LAGS,Male,81,White,At least some college or beyond,Public servant,34.2535,-90.2746,NR,,,,
MS531,LAGS,Male,85,White,At least some high school,"Manager, official or proprietor",34.3647,-90.6403,skillet ,,,,
MS531,LAGS,Male,85,White,At least some high school,"Manager, official or proprietor",34.3647,-90.6403,tripod skillet ,,,,
MS533,LAGS,Male,25,White,At least some college or beyond,Professional & technical,33.8968,-89.0002,frying pan ,,,,
MS533,LAGS,Male,25,White,At least some college or beyond,Professional & technical,33.8968,-89.0002,skillet ,,,,
MS534,LAGS,Male,69,White,Between 1 and 8 years,Operative,34.3768,-88.6842,baker's skillet ,,,,
MS534,LAGS,Male,69,White,Between 1 and 8 years,Operative,34.3768,-88.6842,skillet ,,,,
MS535,LAGS,Female,67,White,At least some college or beyond,Operative,34.2575,-88.707,baker ,,,,
MS535,LAGS,Female,67,White,At least some college or beyond,Operative,34.2575,-88.707,black iron skillet ,,,,
MS535,LAGS,Female,67,White,At least some college or beyond,Operative,34.2575,-88.707,griddle ,,,,
MS536,LAGS,Male,86,White,Between 1 and 8 years,Farmer,34.1212,-88.9682,skillet ,,,,
MS538,LAGS,Female,81,White,At least some high school,Keeping house,34.241,-88.9961,oven ,,,,
MS539,LAGS,Male,64,White,At least some college or beyond,Farmer,33.7647,-89.9759,cast-iron skillet ,,,,
MS540,LAGS,Male,70,White,Between 1 and 8 years,Farmer,34.1167,-89.9395,baker ,,,,
MS540,LAGS,Male,70,White,Between 1 and 8 years,Farmer,34.1167,-89.9395,Dutch oven ,,,,
MS541,LAGS,Female,18,White,At least some high school,Student,34.0072,-90.0552,frying pan ,,,,
MS541,LAGS,Female,18,White,At least some high school,Student,34.0072,-90.0552,skillet ,,,,
MS542,LAGS,Male,65,White,Between 1 and 8 years,Farmer,34.3621,-89.5058,dinner pot [sic] ,,,,
MS542,LAGS,Male,65,White,Between 1 and 8 years,Farmer,34.3621,-89.5058,frying pan skillet ,,,,
MS542,LAGS,Male,65,White,Between 1 and 8 years,Farmer,34.3621,-89.5058,oven ,,,,
MS544,LAGS,Female,75,White,At least some college or beyond,Teacher,34.2695,-89.5891,Dutch oven ,,,,
MS544,LAGS,Female,75,White,At least some college or beyond,Teacher,34.2695,-89.5891,Dutch oven ,,,,
MS544,LAGS,Female,75,White,At least some college or beyond,Teacher,34.2695,-89.5891,skillet ,,,,
MS544,LAGS,Female,75,White,At least some college or beyond,Teacher,34.2695,-89.5891,skillet ,,,,
MS546,LAGS,Male,80,White,At least some college or beyond,Professional & technical,34.3416,-89.6683,NR,,,,
MS548,LAGS,Female,69,White,NoFormal education,Keeping house,33.812,-90.5233,skillet ,,,,
MS549,LAGS,Male,81,White,At least some college or beyond,Farmer,33.6525,-91.0103,skillet ,,,,
MS549,LAGS,Male,81,White,At least some college or beyond,Farmer,33.6525,-91.0103,skillet ,,,,
MS551,LAGS,Male,51,White,At least some college or beyond,Farmer,33.3997,-91.0378,skillet ,,,,
MS553,LAGS,Male,47,White,At least some college or beyond,"Manager, official or proprietor",33.4957,-88.4244,Dutch oven ,,,,
MS553,LAGS,Male,47,White,At least some college or beyond,"Manager, official or proprietor",33.4957,-88.4244,skillet ,,,,
MS554,LAGS,Female,99,White,Between 1 and 8 years,Keeping house,33.087,-88.7443,black baker ,,,,
MS554,LAGS,Female,99,White,Between 1 and 8 years,Keeping house,33.087,-88.7443,oven ,,,,
MS554,LAGS,Female,99,White,Between 1 and 8 years,Keeping house,33.087,-88.7443,skillet ,,,,
MS556,LAGS,Male,77,White,At least some college or beyond,Clerical or sales position,33.1054,-88.5612,Dutch oven ,,,,
MS556,LAGS,Male,77,White,At least some college or beyond,Clerical or sales position,33.1054,-88.5612,skillet ,,,,
MS557,LAGS,Female,81,White,At least some high school,Keeping house,33.4659,-88.814,black skillet ,,,,
MS557,LAGS,Female,81,White,At least some high school,Keeping house,33.4659,-88.814,Dutch oven ,,,,
MS559,LAGS,Male,83,White,At least some high school,Farmer,33.3572,-89.2382,NR,,,,
MS560,LAGS,Male,69,White,At least some high school,"Manager, official or proprietor",33.3113,-89.1767,cast-iron skillet ,,,,
MS561,LAGS,Male,58,White,Between 1 and 8 years,Farmer,33.0578,-89.5877,NR,,,,
MS562,LAGS,Female,85,White,At least some high school,Keeping house,33.2024,-89.3444,Dutch oven ,,,,
MS562,LAGS,Female,85,White,At least some high school,Keeping house,33.2024,-89.3444,frying pan ,,,,
MS562,LAGS,Female,85,White,At least some high school,Keeping house,33.2024,-89.3444,skillet ,,,,
MS563,LAGS,Female,46,White,At least some high school,Keeping house,33.0659,-89.5904,Dutch oven ,,,,
MS563,LAGS,Female,46,White,At least some high school,Keeping house,33.0659,-89.5904,skillet ,,,,
MS563,LAGS,Female,46,White,At least some high school,Keeping house,33.0659,-89.5904,spider ,,,,
MS565,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,33.6325,-89.8933,baker ,,,,
MS565,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,33.6325,-89.8933,baker ,,,,
MS565,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,33.6325,-89.8933,skillet ,,,,
MS565,LAGS,Female,80,White,Between 1 and 8 years,Keeping house,33.6325,-89.8933,skillet ,,,,
MS567,LAGS,Male,86,White,At least some high school,"Manager, official or proprietor",33.5174,-90.1758,Dutch oven ,,,,
MS567,LAGS,Male,86,White,At least some high school,"Manager, official or proprietor",33.5174,-90.1758,skillet ,,,,
MS568,LAGS,Male,56,White,At least some high school,"Manager, official or proprietor",33.5157,-90.18,NR,,,,
MS570,LAGS,Female,75,White,Between 1 and 8 years,Keeping house,32.4896,-88.5859,frying pan ,,,,
MS570,LAGS,Female,75,White,Between 1 and 8 years,Keeping house,32.4896,-88.5859,frying pan ,,,,
MS570,LAGS,Female,75,White,Between 1 and 8 years,Keeping house,32.4896,-88.5859,skillet ,,,,
MS570,LAGS,Female,75,White,Between 1 and 8 years,Keeping house,32.4896,-88.5859,skillet ,,,,
MS572,LAGS,Male,44,White,At least some high school,Farmer,32.7716,-89.1165,pan ,,,,
MS572,LAGS,Male,44,White,At least some high school,Farmer,32.7716,-89.1165,skillet ,,,,
MS574,LAGS,Female,63,White,Between 1 and 8 years,Laborer,32.9593,-90.3369,iron skillet ,,,,
MS574,LAGS,Female,63,White,Between 1 and 8 years,Laborer,32.9593,-90.3369,skillet ,,,,
MS575,LAGS,Female,80,White,At least some college or beyond,Teacher,32.8736,-90.3497,iron skillet ,,,,
MS575,LAGS,Female,80,White,At least some college or beyond,Teacher,32.8736,-90.3497,iron skillet ,,,,
MS575,LAGS,Female,80,White,At least some college or beyond,Teacher,32.8736,-90.3497,skillet ,,,,
MS575,LAGS,Female,80,White,At least some college or beyond,Teacher,32.8736,-90.3497,skillet ,,,,
MS576,LAGS,Male,42,White,Between 1 and 8 years,Farmer,32.9541,-90.3294,frying pan ,,,,
MS576,LAGS,Male,42,White,Between 1 and 8 years,Farmer,32.9541,-90.3294,skillet ,,,,
MS578,LAGS,Female,68,White,Between 1 and 8 years,Keeping house,32.4779,-90.8055,Dutch oven ,,,,
MS578,LAGS,Female,68,White,Between 1 and 8 years,Keeping house,32.4779,-90.8055,skillet ,,,,
MS579,LAGS,Male,87,White,At least some college or beyond,"Manager, official or proprietor",32.3501,-90.8821,skillet ,,,,
MS581,LAGS,Female,77,White,At least some college or beyond,Keeping house,32.9021,-91.0519,black skillet ,,,,
MS582,LAGS,Male,76,White,Between 1 and 8 years,Farmer,32.038,-88.7282,fryer ,,,,
MS582,LAGS,Male,76,White,Between 1 and 8 years,Farmer,32.038,-88.7282,frying pan ,,,,
MS582,LAGS,Male,76,White,Between 1 and 8 years,Farmer,32.038,-88.7282,skillet ,,,,
MS583,LAGS,Male,77,White,At least some high school,Farmer,32.1779,-89.6108,skillet ,,,,
MS584,LAGS,Female,65,White,At least some college or beyond,Farmer,32.2189,-89.5436,black skillet ,,,,
MS588,LAGS,Male,78,White,Between 1 and 8 years,Farmer,32.2595,-90.4229,frying pan ,,,,
MS588,LAGS,Male,78,White,Between 1 and 8 years,Farmer,32.2595,-90.4229,oven ,,,,
MS588,LAGS,Male,78,White,Between 1 and 8 years,Farmer,32.2595,-90.4229,skillet ,,,,
MS591,LAGS,Male,19,White,At least some college or beyond,Student,32.2974,-90.1833,frying pan ,,,,
MS591,LAGS,Male,19,White,At least some college or beyond,Student,32.2974,-90.1833,pan ,,,,
MS591,LAGS,Male,19,White,At least some college or beyond,Student,32.2974,-90.1833,skillet ,,,,
MS592,LAGS,Female,70,White,At least some college or beyond,Teacher,32.2972,-90.1808,aluminum skillet ,,,,
MS592,LAGS,Female,70,White,At least some college or beyond,Teacher,32.2972,-90.1808,iron skillet ,,,,
MS592,LAGS,Female,70,White,At least some college or beyond,Teacher,32.2972,-90.1808,skillet ,,,,
MS594,LAGS,Male,68,White,At least some high school,Farmer,31.8208,-91.0501,skillet ,,,,
MS595,LAGS,Female,50,White,Between 1 and 8 years,Keeping house,31.8204,-91.053,Dutch oven ,,,,
MS595,LAGS,Female,50,White,Between 1 and 8 years,Keeping house,31.8204,-91.053,iron skillet ,,,,
MS597,LAGS,Male,78,White,At least some high school,Craftsman or foreman,31.1572,-88.5604,frypan ,,,,
MS597,LAGS,Male,78,White,At least some high school,Craftsman or foreman,31.1572,-88.5604,skillet ,,,,
MS597,LAGS,Male,78,White,At least some high school,Craftsman or foreman,31.1572,-88.5604,spider ,,,,
MS597,LAGS,Male,78,White,At least some high school,Craftsman or foreman,31.1572,-88.5604,three-legged skillet ,,,,
MS599,LAGS,Female,19,White,At least some college or beyond,Student,31.3276,-89.2911,frypan ,,,,
MS599,LAGS,Female,19,White,At least some college or beyond,Student,31.3276,-89.2911,skillet ,,,,
MS601,LAGS,Female,69,White,At least some high school,Farmer,31.7542,-89.2734,skillet ,,,,
MS603,LAGS,Male,72,White,Between 1 and 8 years,Farmer,31.0877,-89.5958,frying pan ,,,,
MS603,LAGS,Male,72,White,Between 1 and 8 years,Farmer,31.0877,-89.5958,skillet ,,,,
MS604,LAGS,Female,78,White,Between 1 and 8 years,Laborer,31.0014,-89.4522,frying pan ,,,,
MS604,LAGS,Female,78,White,Between 1 and 8 years,Laborer,31.0014,-89.4522,frypan ,,,,
MS604,LAGS,Female,78,White,Between 1 and 8 years,Laborer,31.0014,-89.4522,pan ,,,,
MS605,LAGS,Female,85,White,Between 1 and 8 years,Keeping house,31.9335,-89.8276,skillet ,,,,
MS605,LAGS,Female,85,White,Between 1 and 8 years,Keeping house,31.9335,-89.8276,skillet ,,,,
MS606,LAGS,Male,95,White,Between 1 and 8 years,Clerical or sales position,31.2048,-90.3084,iron vessel ,,,,
MS607,LAGS,Male,85,White,At least some high school,Farmer,31.4374,-90.4493,frying pan ,,,,
MS607,LAGS,Male,85,White,At least some high school,Farmer,31.4374,-90.4493,frying pan ,,,,
MS607,LAGS,Male,85,White,At least some high school,Farmer,31.4374,-90.4493,oven ,,,,
MS607,LAGS,Male,85,White,At least some high school,Farmer,31.4374,-90.4493,oven ,,,,
MS607,LAGS,Male,85,White,At least some high school,Farmer,31.4374,-90.4493,skillet ,,,,
MS607,LAGS,Male,85,White,At least some high school,Farmer,31.4374,-90.4493,skillet ,,,,
MS608,LAGS,Female,72,White,At least some high school,Keeping house,31.5791,-90.4407,frying pan ,,,,
MS608,LAGS,Female,72,White,At least some high school,Keeping house,31.5791,-90.4407,skillet ,,,,
