Informant,Project,Sex,Age,Ethnicity ,Education level,Occupation,Latitude,Longitude,picket fence
NC61B,LAMSAS,Female,40,White,At least some high school,Keeping house,36.23806,-80.37167,picket fence
NC61B,LAMSAS,Female,40,White,At least some high school,Keeping house,36.23806,-80.37167,palings
NC62A,LAMSAS,Male,76,White,Between 1 and 8 years,Unknown,36.01472,-80.95667,palings
NC62B,LAMSAS,Female,52,White,At least some high school,Keeping house,35.7825,-80.8875,palings
NC63A,LAMSAS,Female,74,White,Between 1 and 8 years,Other (see notes),36.40361,-81.49306,palings
NC63B,LAMSAS,Female,52,White,At least some high school,Public Servant,36.44889,-81.38889,palings
NC64A,LAMSAS,Male,86,White,No formal schooling,Farmer,36.23528,-81.61916,pale lot
NC64A,LAMSAS,Male,86,White,No formal schooling,Farmer,36.23528,-81.61916,pale yard
NC64B,LAMSAS,Male,39,White,Between 1 and 8 years,Farmer,36.14583,-81.16084,palings
NC65A,LAMSAS,Female,66,White,Between 1 and 8 years,Keeping house,35.58611,-81.40916,palings
NC65B,LAMSAS,Female,64,White,Between 1 and 8 years,Private household worker or gardener,35.73306,-81.34139,paling fence
NC65B,LAMSAS,Female,64,White,Between 1 and 8 years,Private household worker or gardener,35.73306,-81.34139,palings
NC66A,LAMSAS,Male,75,White,No formal schooling,Farmer,35.92556,-81.67472,palings
NC66B,LAMSAS,Female,53,White,At least some high school,Keeping house,35.99222,-81.40195,palings
NC67A,LAMSAS,Male,84,White,No formal schooling,Farmer,35.41389,-81.56333,paling
NC67B,LAMSAS,Male,81,White,Between 1 and 8 years,Farmer,35.25417,-81.66722,palings
NC67B,LAMSAS,Male,81,White,Between 1 and 8 years,Farmer,35.25417,-81.66722,palings
NC67B,LAMSAS,Male,81,White,Between 1 and 8 years,Farmer,35.25417,-81.66722,row
NC68A,LAMSAS,Female,67,White,Between 1 and 8 years,Keeping house,36.10833,-82.195,palings
NC68B,LAMSAS,Female,42,White,At least some high school,Keeping house,36.01556,-82.15889,palings
NC69A,LAMSAS,Male,77,White,No formal schooling,Farmer,35.61444,-81.98222,yarden palings
NC69B,LAMSAS,Female,57,White,Between 1 and 8 years,Private household worker or gardener,35.66472,-82.0975,paled in fence
NC69B,LAMSAS,Female,57,White,Between 1 and 8 years,Private household worker or gardener,35.66472,-82.0975,lots
NC69B,LAMSAS,Female,57,White,Between 1 and 8 years,Private household worker or gardener,35.66472,-82.0975,pale fence
NC69B,LAMSAS,Female,57,White,Between 1 and 8 years,Private household worker or gardener,35.66472,-82.0975,paled ins
NC69B,LAMSAS,Female,57,White,Between 1 and 8 years,Private household worker or gardener,35.66472,-82.0975,row
NC70A,LAMSAS,Female,71,White,No formal schooling,Other (see notes),35.2975,-82.16139,palings
NC70B,LAMSAS,Male,16,White,At least some high school,Student,35.23611,-82.34944,palings
NC71A,LAMSAS,Male,78,White,Between 1 and 8 years,Farmer,35.79722,-82.68417,palings
NC71B,LAMSAS,Male,54,White,At least some college or beyond,Farmer,35.84945,-82.73889,paling
NC71C!,LAMSAS,Female,49,White,At least some college or beyond,Keeping house,35.75361,-82.40694,paling
NC72A,LAMSAS,Male,74,White,No formal schooling,Farmer,35.53639,-82.69305,paling fence
NC72B,LAMSAS,Female,45,White,At least some college or beyond,Keeping house,35.60083,-82.55417,palings
NC73A,LAMSAS,Female,86,White,Unknown,Unknown,35.25417,-82.70028,palings
NC73B,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,35.23333,-82.73444,paling fence
NC73B,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,35.23333,-82.73444,palings
NC73B,LAMSAS,Male,77,White,Between 1 and 8 years,Farmer,35.23333,-82.73444,rowed
NC74A,LAMSAS,Male,76,White,No formal schooling,Farmer,35.47333,-83.72639,palings
NC74B,LAMSAS,Female,57,White,At least some high school,Keeping house,35.43083,-83.4475,palings
NC75A,LAMSAS,Male,83,White,No formal schooling,Farmer,35.0525,-83.19695,picket fence
NC75A,LAMSAS,Male,83,White,No formal schooling,Farmer,35.0525,-83.19695,palings
NC75B,LAMSAS,Female,52,White,At least some high school,Keeping house,35.18222,-83.38167,picket fence
NC75B,LAMSAS,Female,52,White,At least some high school,Keeping house,35.18222,-83.38167,palings
SC1A,LAMSAS,Female,81,White,Between 1 and 8 years,Keeping house,35.1675,-84.04528,palings
SC1B,LAMSAS,Female,56,White,At least some college or beyond,Keeping house,35.09389,-83.94278,palings
SC2A,LAMSAS,Female,70,White,No formal schooling,Keeping house,33.60639,-79.05583,palings
SC2B,LAMSAS,Female,48,White,At least some high school,Keeping house,34.24194,-79.39306,palings
SC2C,LAMSAS,Female,70,White,Unknown,Keeping house,34.03083,-79.35583,palings
SC3A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.17805,-79.40083,pale fence
SC3A,LAMSAS,Male,72,White,Between 1 and 8 years,Farmer,34.17805,-79.40083,palings
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,stake fence
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,palings
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,wattle the palings
SC3B,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,34.02639,-79.36111,garden fence
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,paling fence
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,garden
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,garden palings
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,picket fence
SC3C!,LAMSAS,Female,67,White,At least some college or beyond,Other (see notes),33.93528,-79.93278,… fence
SC4A,LAMSAS,Male,55,White,Between 1 and 8 years,Fisher,34.04028,-79.94417,a paling
SC4A,LAMSAS,Male,55,White,Between 1 and 8 years,Fisher,34.04028,-79.94417,paling fence
SC4A,LAMSAS,Male,55,White,Between 1 and 8 years,Fisher,34.04028,-79.94417,yard fence
SC4A,LAMSAS,Male,55,White,Between 1 and 8 years,Fisher,34.04028,-79.94417,paling
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,palings
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,picket fences
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,plank fence
SC4B,LAMSAS,Female,81,White,At least some high school,Keeping house,34.19528,-79.76278,wattle fence
SC4C,LAMSAS,Male,55,White,At least some high school,Public Servant,33.695,-80.21111,board fence
SC4C,LAMSAS,Male,55,White,At least some high school,Public Servant,33.695,-80.21111,board fence
SC4C,LAMSAS,Male,55,White,At least some high school,Public Servant,33.695,-80.21111,palings
SC4C,LAMSAS,Male,55,White,At least some high school,Public Servant,33.695,-80.21111,picket fences
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,paling fence
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,picket fence
SC5A,LAMSAS,Male,79,White,Between 1 and 8 years,Farmer,33.70694,-80.20834,garden fence
SC5B,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,33.68889,-80.22083,paling fence
SC5B,LAMSAS,Male,80,White,Between 1 and 8 years,Craftsman or foreman,33.68889,-80.22083,picket fence
SC5C,LAMSAS,Male,61,White,Between 1 and 8 years,Clerical or sales position,33.45111,-79.56111,NR
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,clapboard fence
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,board fences
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,slats
SC5D!,LAMSAS,Female,71,White,At least some high school,"Manager, official, or proprietor",33.6675,-79.83083,paling fence
SC6N,LAMSAS,Male,77,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.70833,-79.8175,NR
SC6A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,33.69167,-79.84167,paling fence
SC6A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,33.69167,-79.84167,lath fence
SC6A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,33.69167,-79.84167,paling
SC6A,LAMSAS,Male,60,White,Between 1 and 8 years,Farmer,33.69167,-79.84167,laths
SC6B,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,33.36111,-79.27917,paling fence
SC6B,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,33.36111,-79.27917,field fence
SC6B,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,33.36111,-79.27917,paling yarding
SC6B,LAMSAS,Female,79,White,Between 1 and 8 years,Keeping house,33.36111,-79.27917,yarding fence
SC6C!,LAMSAS,Female,68,White,At least some college or beyond,Keeping house,33.61778,-79.33083,clapboard fence
SC6C!,LAMSAS,Female,68,White,At least some college or beyond,Keeping house,33.61778,-79.33083,yard fence
SC6D,LAMSAS,Male,49,White,Between 1 and 8 years,Seeking work,33.55528,-79.21555,NR
SC7N,LAMSAS,Male,83,Black or African American,Between 1 and 8 years,Public Servant,33.43306,-79.12167,NR
SC7A,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,33.37667,-79.29472,bowed fences
SC7A,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,33.37667,-79.29472,pale fence
SC7A,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,33.37667,-79.29472,paling fence
SC7A,LAMSAS,Male,75,White,Between 1 and 8 years,Clerical or sales position,33.37667,-79.29472,picket fence
SC7B,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,33.36666,-79.29723,palings
SC7B,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,33.36666,-79.29723,clapboard palings
SC7B,LAMSAS,Male,85,White,Between 1 and 8 years,Clerical or sales position,33.36666,-79.29723,fence
SC7C!,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,33.38334,-79.30695,bowed fence
SC7C!,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,33.38334,-79.30695,pickets
SC7C!,LAMSAS,Male,78,White,At least some college or beyond,Professional or technical job,33.38334,-79.30695,picket fence
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,picket fence
SC7D!,LAMSAS,Female,50,White,At least some college or beyond,Public Servant,33.3875,-79.3,paling fence
SC8A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,33.39167,-79.28889,picket fences 
SC8A,LAMSAS,Female,74,White,Between 1 and 8 years,Keeping house,33.39167,-79.28889,Caldew palings
SC8B,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,33.37222,-79.28056,palings
SC8B,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,33.37222,-79.28056,board
SC8B,LAMSAS,Male,58,White,Between 1 and 8 years,Farmer,33.37222,-79.28056,paling fence
SC8C,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,33.30528,-79.95805,palings
SC8C,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,33.30528,-79.95805,yarding fence
SC8C,LAMSAS,Male,67,White,Between 1 and 8 years,Farmer,33.30528,-79.95805,paling fence
SC9A,LAMSAS,Male,75,White,Between 1 and 8 years,Farmer,33.09639,-79.80361,paling garden
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,paling fence
SC9B,LAMSAS,Male,65,White,Between 1 and 8 years,Clerical or sales position,33.40417,-79.92194,picket fence
SC9C!,LAMSAS,Male,50,White,At least some college or beyond,Professional or technical job,33.01833,-80.17583,picket fence
SC9D!,LAMSAS,Male,73,White,At least some college or beyond,Unknown,33.32722,-80.14861,picket fence
SC9D!,LAMSAS,Male,73,White,At least some college or beyond,Unknown,33.32722,-80.14861,paling
SC10A,LAMSAS,Female,53,White,Between 1 and 8 years,Keeping house,33.19584,-80.01334,picket fence
SC10A,LAMSAS,Female,53,White,Between 1 and 8 years,Keeping house,33.19584,-80.01334,picket fences
SC10A,LAMSAS,Female,53,White,Between 1 and 8 years,Keeping house,33.19584,-80.01334,fence
SC10B!,LAMSAS,Male,85,White,At least some college or beyond,Professional or technical job,33.24445,-79.99167,picket fence
SC10C!,LAMSAS,Female,64,White,At least some high school,Keeping house,33.0375,-79.61333,paling fence
SC11N,LAMSAS,Male,58,Black or African American,Between 1 and 8 years,Craftsman or foreman,33.08805,-79.46139,NR
SC11M!,LAMSAS,Male,44,Black or African American,At least some college or beyond,Public Servant,32.79389,-79.86278,NR
SC11A,LAMSAS,Male,86,White,Between 1 and 8 years,"Manager, official, or proprietor",32.77639,-79.93111,board fence
SC11A,LAMSAS,Male,86,White,Between 1 and 8 years,"Manager, official, or proprietor",32.77639,-79.93111,iron fences
SC11A,LAMSAS,Male,86,White,Between 1 and 8 years,"Manager, official, or proprietor",32.77639,-79.93111,picket fence
SC11A,LAMSAS,Male,86,White,Between 1 and 8 years,"Manager, official, or proprietor",32.77639,-79.93111,railing fence
SC11A,LAMSAS,Male,86,White,Between 1 and 8 years,"Manager, official, or proprietor",32.77639,-79.93111,picket fence
SC11A,LAMSAS,Male,86,White,Between 1 and 8 years,"Manager, official, or proprietor",32.77639,-79.93111,rail
SC11A,LAMSAS,Male,86,White,Between 1 and 8 years,"Manager, official, or proprietor",32.77639,-79.93111,picket
SC11B,LAMSAS,Male,57,White,Between 1 and 8 years,"Manager, official, or proprietor",32.7875,-79.99306,picket fence
SC11B,LAMSAS,Male,57,White,Between 1 and 8 years,"Manager, official, or proprietor",32.7875,-79.99306,wooden fence
SC11B,LAMSAS,Male,57,White,Between 1 and 8 years,"Manager, official, or proprietor",32.7875,-79.99306,picket
SC11C,LAMSAS,Female,58,White,Between 1 and 8 years,Keeping house,32.78056,-79.99306,iron fences
SC11C,LAMSAS,Female,58,White,Between 1 and 8 years,Keeping house,32.78056,-79.99306,wooden
SC11C,LAMSAS,Female,58,White,Between 1 and 8 years,Keeping house,32.78056,-79.99306,picket fence
SC11C,LAMSAS,Female,58,White,Between 1 and 8 years,Keeping house,32.78056,-79.99306,lattice fence
SC11C,LAMSAS,Female,58,White,Between 1 and 8 years,Keeping house,32.78056,-79.99306,board fence
SC11D,LAMSAS,Male,83,White,Between 1 and 8 years,Clerical or sales position,32.85695,-80,picket fence
SC11D,LAMSAS,Male,83,White,Between 1 and 8 years,Clerical or sales position,32.85695,-80,board fence
SC11D,LAMSAS,Male,83,White,Between 1 and 8 years,Clerical or sales position,32.85695,-80,board fence
SC11E,LAMSAS,Male,76,White,At least some high school,Public Servant,32.80416,-79.93889,picket fence
SC11E,LAMSAS,Male,76,White,At least some high school,Public Servant,32.80416,-79.93889,board fence
SC11E,LAMSAS,Male,76,White,At least some high school,Public Servant,32.80416,-79.93889,board fence
SC11E,LAMSAS,Male,76,White,At least some high school,Public Servant,32.80416,-79.93889,paling fence
SC11F,LAMSAS,Female,48,White,At least some high school,Keeping house,32.85417,-79.97083,wrought iron
SC11F,LAMSAS,Female,48,White,At least some high school,Keeping house,32.85417,-79.97083,picket fence
SC11F,LAMSAS,Female,48,White,At least some high school,Keeping house,32.85417,-79.97083,board fences
SC11F,LAMSAS,Female,48,White,At least some high school,Keeping house,32.85417,-79.97083,picket fences
SC11F,LAMSAS,Female,48,White,At least some high school,Keeping house,32.85417,-79.97083,picket fence
SC11G!,LAMSAS,Male,24,White,At least some college or beyond,Professional or technical job,32.80972,-79.99028,picket fence
SC11G!,LAMSAS,Male,24,White,At least some college or beyond,Professional or technical job,32.80972,-79.99028,picket fence
SC11G!,LAMSAS,Male,24,White,At least some college or beyond,Professional or technical job,32.80972,-79.99028,fence
SC11G!,LAMSAS,Male,24,White,At least some college or beyond,Professional or technical job,32.80972,-79.99028,board fence
SC11G!,LAMSAS,Male,24,White,At least some college or beyond,Professional or technical job,32.80972,-79.99028,iron fence
SC11H!,LAMSAS,Male,52,White,At least some college or beyond,Public Servant,32.83333,-79.95695,picket fence
SC11H!,LAMSAS,Male,52,White,At least some college or beyond,Public Servant,32.83333,-79.95695,iron fence
SC11H!,LAMSAS,Male,52,White,At least some college or beyond,Public Servant,32.83333,-79.95695,board fence
SC11H!,LAMSAS,Male,52,White,At least some college or beyond,Public Servant,32.83333,-79.95695,board fences
SC11I!,LAMSAS,Female,51,White,At least some high school,Unknown,32.81111,-79.95277,paling
SC11I!,LAMSAS,Female,51,White,At least some high school,Unknown,32.81111,-79.95277,picket fence
SC11I!,LAMSAS,Female,51,White,At least some high school,Unknown,32.81111,-79.95277,paling
SC11I!,LAMSAS,Female,51,White,At least some high school,Unknown,32.81111,-79.95277,slat
SC11J!,LAMSAS,Female,69,White,At least some high school,Professional or technical job,32.77361,-79.94167,paling
SC11J!,LAMSAS,Female,69,White,At least some high school,Professional or technical job,32.77361,-79.94167,fence
SC11J!,LAMSAS,Female,69,White,At least some high school,Professional or technical job,32.77361,-79.94167,paling fence
SC11J!,LAMSAS,Female,69,White,At least some high school,Professional or technical job,32.77361,-79.94167,picket fence
SC12A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,32.76667,-79.93056,board fence
SC12A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,32.76667,-79.93056,your yarden
SC12A,LAMSAS,Male,80,White,Between 1 and 8 years,Farmer,32.76667,-79.93056,yarden fence
SC12B,LAMSAS,Female,70,White,At least some high school,Keeping house,32.76944,-79.92778,picket fence
SC12B,LAMSAS,Female,70,White,At least some high school,Keeping house,32.76944,-79.92778,paling
SC12B,LAMSAS,Female,70,White,At least some high school,Keeping house,32.76944,-79.92778,yarden paling
SC12B,LAMSAS,Female,70,White,At least some high school,Keeping house,32.76944,-79.92778,paling
SC12B,LAMSAS,Female,70,White,At least some high school,Keeping house,32.76944,-79.92778,clapboard
SC13,LAMSAS,Male,52,White,At least some college or beyond,Farmer,33.21444,-80.44806,picket fence
SC13,LAMSAS,Male,52,White,At least some college or beyond,Farmer,33.21444,-80.44806,picket fence
SC14A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,33.18583,-80.57584,picket fence
SC14A,LAMSAS,Male,84,White,Between 1 and 8 years,Farmer,33.18583,-80.57584,paling fence
